"","x"
"1",0.0307492651045322
"2",0.0375675037503242
"3",0.0309071000665426
"4",0.0316092297434807
"5",0.0351854413747787
"6",0.0311677139252424
"7",0.0382759757339954
"8",0.0204820018261671
"9",0.0352717787027359
"10",0.0501775927841663
"11",0.0501775927841663
"12",0.0382701233029366
"13",0.0382701233029366
"14",0.0501775927841663
"15",0.0352756828069687
"16",0.0361246094107628
"17",0.0361246094107628
"18",0.0361246094107628
"19",0.0361246094107628
"20",0.0363477878272533
"21",0.0378503203392029
"22",0.0318829640746117
"23",0.0318829640746117
"24",0.0318829640746117
"25",0.0318829640746117
"26",0.0318829640746117
"27",0.0318829640746117
"28",0.0318829640746117
"29",0.0318829640746117
"30",0.0318829640746117
"31",0.031745545566082
"32",0.0345593877136707
"33",0.0369705222547054
"34",0.0369705222547054
"35",0.0369705222547054
"36",0.0369705222547054
"37",0.0369705222547054
"38",0.0369705222547054
"39",0.0309975780546665
"40",0.0345815159380436
"41",0.0308957695960999
"42",0.0597701780498028
"43",0.0501391589641571
"44",0.0299670323729515
"45",0.0353634618222713
"46",0.0353634618222713
"47",0.0594159588217735
"48",0.0594159588217735
"49",0.0318890996277332
"50",0.0299670323729515
"51",0.0299295131117105
"52",0.0299295131117105
"53",0.0299295131117105
"54",0.0299523584544659
"55",0.0299295131117105
"56",0.0356973521411419
"57",0.0301372278481722
"58",0.0298890173435211
"59",0.0298890173435211
"60",0.0298890173435211
"61",0.0298890173435211
"62",0.0298890173435211
"63",0.0298890173435211
"64",0.0298890173435211
"65",0.0360399074852467
"66",0.0298890173435211
"67",0.0298890173435211
"68",0.0298890173435211
"69",0.0298890173435211
"70",0.0298890173435211
"71",0.0298890173435211
"72",0.0298890173435211
"73",0.0298890173435211
"74",0.0298890173435211
"75",0.0298890173435211
"76",0.0306200552731752
"77",0.0571510680019855
"78",0.0364269874989986
"79",0.0298890173435211
"80",0.0539259873330593
"81",0.0304633267223835
"82",0.0304633267223835
"83",0.0559606924653053
"84",0.0559606924653053
"85",0.0298198219388723
"86",0.0369819402694702
"87",0.0298198219388723
"88",0.0519170314073563
"89",0.0579339526593685
"90",0.0296815950423479
"91",0.0296815950423479
"92",0.0296815950423479
"93",0.0296815950423479
"94",0.051604013890028
"95",0.051604013890028
"96",0.051604013890028
"97",0.0516565777361393
"98",0.0539694167673588
"99",0.0564839281141758
"100",0.0531521402299404
"101",0.0527817197144032
"102",0.0562055371701717
"103",0.0513496026396751
"104",0.0296733621507883
"105",0.0562055371701717
"106",0.0562055371701717
"107",0.0562055371701717
"108",0.0533081963658333
"109",0.0372520200908184
"110",0.0372520200908184
"111",0.0558473579585552
"112",0.0533081963658333
"113",0.0533081963658333
"114",0.0317040458321571
"115",0.0317040458321571
"116",0.0317040458321571
"117",0.0328233428299427
"118",0.0328233428299427
"119",0.0520410425961018
"120",0.0520410425961018
"121",0.0559405349195004
"122",0.0522314086556435
"123",0.0555623956024647
"124",0.0555623956024647
"125",0.0383140556514263
"126",0.055736742913723
"127",0.0547190941870213
"128",0.0547190941870213
"129",0.0547190941870213
"130",0.0383140556514263
"131",0.0383140556514263
"132",0.055736742913723
"133",0.055736742913723
"134",0.0393412262201309
"135",0.0393412262201309
"136",0.0288751311600208
"137",0.0298677086830139
"138",0.0288751311600208
"139",0.0288751311600208
"140",0.0288751311600208
"141",0.0385400950908661
"142",0.0385400950908661
"143",0.0385400950908661
"144",0.0385400950908661
"145",0.0385400950908661
"146",0.0383472144603729
"147",0.0385400950908661
"148",0.0385400950908661
"149",0.0385400950908661
"150",0.0385400950908661
"151",0.0385400950908661
"152",0.0385400950908661
"153",0.0290571879595518
"154",0.0507484078407288
"155",0.02943972684443
"156",0.0388006307184696
"157",0.0388006307184696
"158",0.0388006307184696
"159",0.0535775646567345
"160",0.0388006307184696
"161",0.0388006307184696
"162",0.0388006307184696
"163",0.0388006307184696
"164",0.0388006307184696
"165",0.0388006307184696
"166",0.0390517897903919
"167",0.0390517897903919
"168",0.0515318140387535
"169",0.0390517897903919
"170",0.0390517897903919
"171",0.0390517897903919
"172",0.0390517897903919
"173",0.0390517897903919
"174",0.0390517897903919
"175",0.0390517897903919
"176",0.0390517897903919
"177",0.0390517897903919
"178",0.0390517897903919
"179",0.0390517897903919
"180",0.0390517897903919
"181",0.0390517897903919
"182",0.0390517897903919
"183",0.0390517897903919
"184",0.0390517897903919
"185",0.0390517897903919
"186",0.050127811729908
"187",0.0390517897903919
"188",0.050127811729908
"189",0.0515239089727402
"190",0.0388075932860374
"191",0.0388075932860374
"192",0.0362515226006508
"193",0.0373507812619209
"194",0.0362515226006508
"195",0.0373507812619209
"196",0.0362515226006508
"197",0.0390517897903919
"198",0.0390517897903919
"199",0.0390517897903919
"200",0.0504572242498398
"201",0.0395139642059803
"202",0.0395139642059803
"203",0.0395139642059803
"204",0.0395139642059803
"205",0.0392672903835773
"206",0.0392672903835773
"207",0.0392672903835773
"208",0.0392672903835773
"209",0.0392672903835773
"210",0.0392672903835773
"211",0.0395139642059803
"212",0.0395139642059803
"213",0.0395139642059803
"214",0.0392672903835773
"215",0.0392672903835773
"216",0.0392672903835773
"217",0.0392672903835773
"218",0.0392672903835773
"219",0.0392672903835773
"220",0.0395139642059803
"221",0.0392672903835773
"222",0.0392672903835773
"223",0.0392568446695805
"224",0.0392568446695805
"225",0.0392568446695805
"226",0.0392568446695805
"227",0.0392568446695805
"228",0.0391525663435459
"229",0.0391525663435459
"230",0.0391525663435459
"231",0.0391525663435459
"232",0.0391525663435459
"233",0.0391525663435459
"234",0.0391525663435459
"235",0.0391525663435459
"236",0.0391525663435459
"237",0.0391525663435459
"238",0.0391525663435459
"239",0.0391525663435459
"240",0.0331351719796658
"241",0.0396282151341438
"242",0.0396282151341438
"243",0.0391525663435459
"244",0.0391525663435459
"245",0.0391525663435459
"246",0.0391525663435459
"247",0.0391525663435459
"248",0.0396282151341438
"249",0.0396282151341438
"250",0.0396282151341438
"251",0.0394516922533512
"252",0.0394516922533512
"253",0.0396282151341438
"254",0.0499228611588478
"255",0.0391525663435459
"256",0.0391525663435459
"257",0.0391525663435459
"258",0.0391525663435459
"259",0.0391199924051762
"260",0.0351603142917156
"261",0.0391199924051762
"262",0.0391199924051762
"263",0.0276956483721733
"264",0.0493923500180244
"265",0.0458516329526901
"266",0.0277159921824932
"267",0.0493923500180244
"268",0.0493923500180244
"269",0.0458516329526901
"270",0.0501146763563156
"271",0.0465146638453007
"272",0.0475879795849323
"273",0.0495922975242138
"274",0.0475879795849323
"275",0.0494707003235817
"276",0.0495922975242138
"277",0.0287646427750587
"278",0.0509733594954014
"279",0.0458268746733665
"280",0.0456589311361313
"281",0.0456589311361313
"282",0.0475733056664467
"283",0.0475733056664467
"284",0.0456589311361313
"285",0.0456589311361313
"286",0.0475733056664467
"287",0.0468177534639835
"288",0.0435725599527359
"289",0.0435725599527359
"290",0.043332464993
"291",0.0464983768761158
"292",0.0464983768761158
"293",0.0464983768761158
"294",0.0437585227191448
"295",0.0464983768761158
"296",0.0464983768761158
"297",0.0437364727258682
"298",0.0437364727258682
"299",0.0437364727258682
"300",0.0437364727258682
"301",0.0437364727258682
"302",0.0437364727258682
"303",0.0437364727258682
"304",0.0437364727258682
"305",0.0465593039989471
"306",0.045388575643301
"307",0.045388575643301
"308",0.0450590588152409
"309",0.0450590588152409
"310",0.0450590588152409
"311",0.0428793579339981
"312",0.0428793579339981
"313",0.0428793579339981
"314",0.0450590588152409
"315",0.0450590588152409
"316",0.0450590588152409
"317",0.0450590588152409
"318",0.0450590588152409
"319",0.0443331077694893
"320",0.0257993396371603
"321",0.0257993396371603
"322",0.0462214723229408
"323",0.0613940134644508
"324",0.0446827076375484
"325",0.0446827076375484
"326",0.0455860793590546
"327",0.0283581186085939
"328",0.0467108450829983
"329",0.0438102521002293
"330",0.0426680035889149
"331",0.0426680035889149
"332",0.0477799475193024
"333",0.0457895286381245
"334",0.0457895286381245
"335",0.0457895286381245
"336",0.0439550988376141
"337",0.0439550988376141
"338",0.0439550988376141
"339",0.0439550988376141
"340",0.0439550988376141
"341",0.0426161289215088
"342",0.04165855422616
"343",0.0633148774504662
"344",0.0426161289215088
"345",0.0426161289215088
"346",0.0415265709161758
"347",0.0415265709161758
"348",0.0415265709161758
"349",0.0415265709161758
"350",0.0415265709161758
"351",0.0443538054823875
"352",0.0415265709161758
"353",0.0423814952373505
"354",0.0415265709161758
"355",0.0430232658982277
"356",0.0430232658982277
"357",0.0430232658982277
"358",0.0445023737847805
"359",0.0425982363522053
"360",0.0440397635102272
"361",0.0438277572393417
"362",0.043189886957407
"363",0.043189886957407
"364",0.0443362817168236
"365",0.043450839817524
"366",0.043450839817524
"367",0.043450839817524
"368",0.043766301125288
"369",0.043450839817524
"370",0.043766301125288
"371",0.043766301125288
"372",0.043450839817524
"373",0.043450839817524
"374",0.043450839817524
"375",0.043450839817524
"376",0.043450839817524
"377",0.043450839817524
"378",0.043450839817524
"379",0.043450839817524
"380",0.0421150401234627
"381",0.0421150401234627
"382",0.0421150401234627
"383",0.0421150401234627
"384",0.0423471555113792
"385",0.0405767038464546
"386",0.0421150401234627
"387",0.0423471555113792
"388",0.0405767038464546
"389",0.0423471555113792
"390",0.0442143119871616
"391",0.0423471555113792
"392",0.0423471555113792
"393",0.0423471555113792
"394",0.0423471555113792
"395",0.0442143119871616
"396",0.0442143119871616
"397",0.0423471555113792
"398",0.0423471555113792
"399",0.0423471555113792
"400",0.0423471555113792
"401",0.0423471555113792
"402",0.0423471555113792
"403",0.0423471555113792
"404",0.0434577502310276
"405",0.043998047709465
"406",0.0423471555113792
"407",0.0421827845275402
"408",0.0415522418916225
"409",0.0570963844656944
"410",0.0415522418916225
"411",0.0415522418916225
"412",0.0415522418916225
"413",0.0415522418916225
"414",0.0421827845275402
"415",0.0415522418916225
"416",0.0421827845275402
"417",0.0436163246631622
"418",0.0436163246631622
"419",0.0415522418916225
"420",0.0415522418916225
"421",0.0430530086159706
"422",0.0415522418916225
"423",0.0430530086159706
"424",0.0430530086159706
"425",0.0430530086159706
"426",0.0415522418916225
"427",0.0251444615423679
"428",0.0430530086159706
"429",0.0421827845275402
"430",0.0421827845275402
"431",0.0426620095968246
"432",0.0430530086159706
"433",0.0416496954858303
"434",0.0416496954858303
"435",0.0420629717409611
"436",0.0411069244146347
"437",0.04224469140172
"438",0.04224469140172
"439",0.0411069244146347
"440",0.0411069244146347
"441",0.0403812900185585
"442",0.0411069244146347
"443",0.0411069244146347
"444",0.0411069244146347
"445",0.0411069244146347
"446",0.04224469140172
"447",0.0420629717409611
"448",0.04224469140172
"449",0.04224469140172
"450",0.0419482104480267
"451",0.0411069244146347
"452",0.0411069244146347
"453",0.04224469140172
"454",0.0411069244146347
"455",0.0420629717409611
"456",0.0419482104480267
"457",0.0409514233469963
"458",0.0397464707493782
"459",0.0402008779346943
"460",0.0397464707493782
"461",0.0400995351374149
"462",0.0409514233469963
"463",0.0397464707493782
"464",0.0409514233469963
"465",0.0409514233469963
"466",0.0400995351374149
"467",0.0397464707493782
"468",0.0406385250389576
"469",0.0409514233469963
"470",0.0409514233469963
"471",0.0409514233469963
"472",0.0409514233469963
"473",0.0409514233469963
"474",0.0409514233469963
"475",0.0409514233469963
"476",0.0407495610415936
"477",0.0407495610415936
"478",0.0407495610415936
"479",0.0407495610415936
"480",0.0407495610415936
"481",0.0400021150708199
"482",0.0416546799242496
"483",0.0416546799242496
"484",0.0398062132298946
"485",0.0398062132298946
"486",0.0398062132298946
"487",0.0398062132298946
"488",0.0398062132298946
"489",0.0413733907043934
"490",0.0413733907043934
"491",0.0418188720941544
"492",0.0401646159589291
"493",0.0401646159589291
"494",0.0398062132298946
"495",0.0418188720941544
"496",0.0401328131556511
"497",0.0401328131556511
"498",0.0398062132298946
"499",0.0398062132298946
"500",0.0418078638613224
"501",0.0418078638613224
"502",0.0418188720941544
"503",0.0398062132298946
"504",0.0418188720941544
"505",0.0403512679040432
"506",0.0403512679040432
"507",0.0407495610415936
"508",0.0416546799242496
"509",0.0416546799242496
"510",0.0405641533434391
"511",0.0405641533434391
"512",0.0418188720941544
"513",0.0418188720941544
"514",0.0398062132298946
"515",0.0407495610415936
"516",0.0399167388677597
"517",0.0399167388677597
"518",0.0399167388677597
"519",0.0406413376331329
"520",0.0406413376331329
"521",0.0409913286566734
"522",0.0406413376331329
"523",0.0397315956652164
"524",0.0399167388677597
"525",0.0395734794437885
"526",0.0395734794437885
