"","x"
"1",0.0312461834400892
"2",0.0285169836133718
"3",0.0310159027576447
"4",0.0307740233838558
"5",0.0288751311600208
"6",0.0308898482471704
"7",0.0298677086830139
"8",0.02943972684443
"9",0.0288751311600208
"10",0.0288751311600208
"11",0.0299295131117105
"12",0.0362515226006508
"13",0.0308898482471704
"14",0.0308898482471704
"15",0.0333421677350998
"16",0.033999215811491
"17",0.0308898482471704
"18",0.0308898482471704
"19",0.0357465073466301
"20",0.0304506421089172
"21",0.0402949452400208
"22",0.0309381987899542
"23",0.0427203550934792
"24",0.0337322317063808
"25",0.0387111231684685
"26",0.0319642573595047
"27",0.034282598644495
"28",0.0427203550934792
"29",0.0425766929984093
"30",0.042983166873455
"31",0.0285142920911312
"32",0.043093241751194
"33",0.0422494411468506
"34",0.0313191302120686
"35",0.0313038267195225
"36",0.0303356572985649
"37",0.0303356572985649
"38",0.0376829132437706
"39",0.0309381987899542
"40",0.0309381987899542
"41",0.04050487652421
"42",0.0401809178292751
"43",0.0361521616578102
"44",0.0374824032187462
"45",0.0387111231684685
"46",0.0429450869560242
"47",0.0320708341896534
"48",0.0402949452400208
"49",0.0399144403636456
"50",0.0401809178292751
"51",0.034282598644495
"52",0.0390517897903919
"53",0.0390517897903919
"54",0.0390517897903919
"55",0.041245311498642
"56",0.0395139642059803
"57",0.0390517897903919
"58",0.0392672903835773
"59",0.0364269874989986
"60",0.0395734794437885
"61",0.0402949452400208
"62",0.0366044156253338
"63",0.0366044156253338
"64",0.0330564640462399
"65",0.0366044156253338
"66",0.0205604117363691
"67",0.0205604117363691
"68",0.0429490804672241
"69",0.0374824032187462
"70",0.0298786535859108
"71",0.0244572348892689
"72",0.0197961553931236
"73",0.0402949452400208
"74",0.0302556417882442
"75",0.022246278822422
"76",0.0294230189174414
"77",0.0336532555520535
"78",0.0320437923073769
"79",0.0336532555520535
"80",0.0397350043058395
"81",0.0385924950242043
"82",0.0352253094315529
"83",0.0290017817169428
"84",0.0336532555520535
"85",0.0305009447038174
"86",0.0320437923073769
"87",0.0302556417882442
"88",0.0320437923073769
"89",0.0385924950242043
"90",0.0315256267786026
"91",0.0294230189174414
"92",0.0305009447038174
"93",0.0364631079137325
"94",0.041245311498642
"95",0.0509284473955631
"96",0.0309381987899542
"97",0.0336532555520535
"98",0.0429490804672241
"99",0.0374824032187462
"100",0.0291604176163673
"101",0.0429490804672241
"102",0.0391199924051762
"103",0.040630366653204
"104",0.0399144403636456
"105",0.0336532555520535
"106",0.0419964306056499
"107",0.0427203550934792
"108",0.0263908728957176
"109",0.0371296629309654
"110",0.0422494411468506
"111",0.0325231924653053
"112",0.0412813276052475
"113",0.0268198568373919
"114",0.0309381987899542
"115",0.0427203550934792
"116",0.0429450869560242
"117",0.0313191302120686
"118",0.034282598644495
"119",0.0415535606443882
"120",0.0339285209774971
"121",0.0328405946493149
"122",0.0374824032187462
"123",0.0320437923073769
"124",0.0411839187145233
"125",0.0325231924653053
"126",0.0309381987899542
"127",0.0429490804672241
"128",0.0399144403636456
"129",0.0304506421089172
"130",0.042983166873455
"131",0.0361521616578102
"132",0.0371296629309654
"133",0.0361521616578102
"134",0.0335310213267803
"135",0.0399144403636456
"136",0.0399144403636456
"137",0.0332103781402111
"138",0.0399144403636456
"139",0.034282598644495
"140",0.0372520200908184
"141",0.0427203550934792
"142",0.0390517897903919
"143",0.0429490804672241
"144",0.0397350043058395
"145",0.0371296629309654
"146",0.0263534281402826
"147",0.0256253480911255
"148",0.0361521616578102
"149",0.0267651993781328
"150",0.0354640111327171
"151",0.0387111231684685
"152",0.0387111231684685
"153",0.0427203550934792
"154",0.0427203550934792
"155",0.042983166873455
"156",0.0422494411468506
"157",0.0422494411468506
"158",0.0429450869560242
"159",0.0429450869560242
"160",0.0321292243897915
"161",0.0429450869560242
"162",0.0429450869560242
"163",0.0412813276052475
"164",0.0412813276052475
"165",0.04050487652421
"166",0.041245311498642
"167",0.04050487652421
"168",0.04050487652421
"169",0.0402949452400208
"170",0.0382701233029366
"171",0.0354444533586502
"172",0.0347309522330761
"173",0.0357407033443451
"174",0.0341366231441498
"175",0.0331658832728863
"176",0.0327030308544636
"177",0.0300121661275625
"178",0.0320437923073769
"179",0.0265342462807894
"180",0.0411458425223827
"181",0.0329166576266289
"182",0.0175617132335901
"183",0.0288119465112686
"184",0.0385431312024593
"185",0.0252425242215395
"186",0.0263534281402826
"187",0.0385431312024593
"188",0.0369819402694702
"189",0.0388006307184696
"190",0.0291604176163673
"191",0.0484537035226822
"192",0.0329151041805744
"193",0.0318738222122192
"194",0.0327730625867844
"195",0.0318738222122192
"196",0.0329151041805744
"197",0.0321524105966091
"198",0.0328405946493149
"199",0.0321524105966091
"200",0.0306583680212498
"201",0.0335310213267803
"202",0.0322667621076107
"203",0.0325231924653053
"204",0.0310159027576447
"205",0.0311508625745773
"206",0.0310159027576447
"207",0.0315386541187763
"208",0.0313191302120686
"209",0.0471862256526947
"210",0.045407809317112
"211",0.046429168432951
"212",0.046429168432951
"213",0.0448635295033455
"214",0.0312461834400892
"215",0.0465057753026485
"216",0.0312461834400892
"217",0.0303414706140757
"218",0.0302900969982147
"219",0.0299295131117105
"220",0.0299295131117105
"221",0.033588595688343
"222",0.0478974357247353
"223",0.0345379486680031
"224",0.0425251834094524
"225",0.0362515226006508
"226",0.0307517386972904
"227",0.0306583680212498
"228",0.0293028261512518
"229",0.0395139642059803
"230",0.0304505899548531
"231",0.0387111231684685
"232",0.0302210282534361
"233",0.0313038267195225
"234",0.0313038267195225
"235",0.0313038267195225
"236",0.0338758379220963
"237",0.0387111231684685
"238",0.0309381987899542
"239",0.0309381987899542
"240",0.0374824032187462
"241",0.0304506421089172
"242",0.034282598644495
"243",0.0392672903835773
"244",0.0330564640462399
"245",0.0338558554649353
"246",0.0336353443562984
"247",0.0349571742117405
"248",0.0340988039970398
"249",0.0348125286400318
"250",0.0335548259317875
"251",0.0353634618222713
"252",0.0313762985169888
"253",0.034282598644495
"254",0.0261509083211422
"255",0.028930464759469
"256",0.0338758379220963
"257",0.0503413304686546
"258",0.0287566259503365
"259",0.0400393642485142
"260",0.0327087305486202
"261",0.0299331042915583
"262",0.0328405946493149
"263",0.0374960526823997
"264",0.0327087305486202
"265",0.0327358990907669
"266",0.0341366231441498
"267",0.0284085851162672
"268",0.0357407033443451
"269",0.0371296629309654
"270",0.0321524105966091
"271",0.0315772071480751
"272",0.034282598644495
"273",0.0369085669517517
"274",0.030669342726469
"275",0.042983166873455
"276",0.0267651993781328
"277",0.0340531542897224
"278",0.033588595688343
"279",0.0329151041805744
"280",0.0354640111327171
"281",0.0371296629309654
"282",0.0371296629309654
"283",0.042983166873455
"284",0.042983166873455
"285",0.042983166873455
"286",0.0332103781402111
"287",0.0388006307184696
"288",0.0383187010884285
"289",0.0327358990907669
"290",0.0341366231441498
"291",0.0352253094315529
"292",0.0345379486680031
"293",0.0175617132335901
"294",0.0297987069934607
"295",0.0454042293131351
"296",0.0255564842373133
"297",0.0272995214909315
"298",0.0319100618362427
"299",0.030669342726469
"300",0.0291604176163673
"301",0.0305643323808908
"302",0.0343569964170456
"303",0.0329151041805744
"304",0.0491626001894474
"305",0.045407809317112
"306",0.0460408292710781
"307",0.0335310213267803
"308",0.0315772071480751
"309",0.012719452381134
